Unnamed: 0,No.,Title,Artist(s),lyrics,genres
45,46,"""She Had Me at Heads Carolina""",Cole Swindell,"10 ContributorsShe Had Me At Heads Carolina Lyrics
(Heads Carolina, tails California)

I was out with the boys, catchin' up in a neon light
Didn't know 'til we walked in it was karaoke night
She was in a circle of girls, chasin' a shot with a lime
She was laughin', they were darin' her to get on the mic
One of 'em walked up and turned in her name
Next thing I knew, man, she was up on the stage, singin'

""Heads Carolina, tails California""
Maybe she'd fall for a boy from South Georgia
She's got the bar in the palm of her hand
And she's a '90s country fan like I am
Hey, I got a Chevy, she can flip a quarter
I'd drive hеr anywhere from herе to California
When this song is over, I gotta find her
'Cause she had me at ""Heads Carolina""

Yeah, she knew every word by heart, didn't need no screen, no
I was raisin' my glass up for her, I saw her smilin' at me, yeah
She had me down in the front by the end of verse two
Like there wasn't no one else in the room, we were singin'

""Heads Carolina, tails California""
Maybe she'd fall for a boy from South Georgia
She's got the bar in the palm of her hand
And she's a '90s country fan like I am
Hey, I got a Chevy, she can flip a quarter
I'd drive her anywhere from here to California
When this song is over, I gotta find her
'Cause she had me at ""Heads Carolina""

Yeah, I bought her a round and we talked 'til the lights came on
I still see that girl every time I hear that song

""Heads Carolina, tails California""
Maybe she'd fall for a boy from South Georgia
She's got the bar in the palm of her hand
And she's a '90s country fan like I am
Hey, I got a Chevy, she can flip a quarter
I'd drive her anywhere from here to California
When this song is over, I gotta find her
'Cause she had me at ""Heads Carolina""

(Heads Carolina, tails California)
Yeah, she had me at ""Heads Carolina"" (Somewhere greener, somewhere warmer)
(Heads Carolina, tails California)
Yeah (Somewhere greener, somewhere warmer)
(Heads Carolina)
(Somewhere together, I've got a quarter)
(Heads Carolina, tails California)","country, contemporary country, United States, male vocalists, bro-country"
46,47,"""Vegas""",Doja Cat,"85 ContributorsTranslationsTürkçeРусский (Russian)Vegas Lyrics
Yeah, ah, get it
Yeah, ah, get it
Yeah, yeah, ah, get it
Yeah, ah, get it
Yeah, ah, get it
Yeah

You ain't nothin' but a
Dog player, I get it
Fraud player, I get it
I understand, I understand
You ain't the man, you ain't a man
You ain't nothin' but a
Hound dog, hound dog, hound dog
You ain't nothin' but a

Player gettin' valeted around in that ho whip
Two fingers up, one down when my toes ten
Flewed out with my boobs out, put a cork in it
Love it when you be cryin' out when I'm corseted
I don't think he gon' make it, do not let me start ragin'
****, I'm losin' my patience, this ain't stayin' in Vegas (You ain't nothin' but a)
There's more sides to the story, I'ma tell everybody
Had your ass sittin' courtside with your arm around me
Had your ass sittin' first class with your burnt ass out in Abu Dhabi
Coulda been what we shoulda been
But you lost a bet, now you gotta find me
Find a seat
I ain't playin', that's hide and seek
High school when you finally peaked
Hound dog, couldn't find a treat
I'm a bad bitch, but

You ain't nothin' but a
Dog player, I get it
Fraud player, I get it
I understand, I understand
You ain't the man, you ain't a man
You ain't nothin' but a
Hound dog, hound dog, hound dog (Yeah, yeah, said)
You ain't nothin' but a

I get it, I know you got some other **** you on
And I get it, you needed someone that could prove you wrong
So I reckon you leave all of your problems at the door to my city
You gon' need to tell my brothers where you from
And I admit it, I still got empathy
And you gon' feel it for two weeks when I release you in them sheets (You ain't nothin' but a)
And keep my nina indiscreet, keep the cleaner in my Jeep
Then put that Yeezy in your teeth, let my demons off they leashes
If you even think to speak, I'ma give a whole new meanin'
When you said you livin' a dream, we can keep that **** asleep
And you gon' laugh with all your Gs
Countin' them sheep, sheep, sheep, sheep
Talkin' 'bout Z-Z-Z-Z-Z-Z-Z, R.I.P

You ain't nothin' but a
Dog player, I get it
Fraud player, I get it
I understand, I understand
You ain't the man, you ain't a man
You ain't nothin' but a
Hound dog, hound dog, hound dog
You ain't nothin' but a
Dog player, I get it
Fraud player, I get it
I understand, I understand
You ain't the man, you ain't a man
You ain't nothin' but a
Hound dog, hound dog, hound dog
You ain't nothin' but a

Yeah, ah, get it
Yeah, ah, get it
Yeah, yeah, ah, get it
Yeah, ah, get it
Yeah, yeah, ah, get it
Yeah, you ain't nothin' but a","pop, rnb, rap, Hip-Hop, hip hop"
47,48,"""Pushin P""",Gunna and Future featuring Young Thug,"4 ContributorsTranslationsEnglishEspañolPortuguêsDeutschGunna & Future - pushin P ft. Young Thug (Русский перевод) Lyrics
(Wheezy outta here)
Живу, как P
Е, живу, как P, прибавь мне звук
Прибавь мне звук, ага

Патек и подвеска со стрелочками, я живу, как P
Поставил медную рукоять на пистолет, мы не хотим мир
Есть хата прямо напротив хаты чисто для P
Поделился точкой, дальше строим планы, экзотичные P
Она не лесбиянка, но ради P станет Плутосбиянкой (Живу, как P, я живу, как P)
Благодаря большой P, у меня полно дохлых президентов, подсчитаю президентов
Португалка на коленях, моя бандана — P
Она дала потискать, потом ушла, потому она оставила P
Приватный номер, приватные места, сука, я живу, как P
Пинта пойла, писька порозовела, сука, я живу, как P

Живу, как P, я живу, как P, живу, как P, я живу, как P, е (Знаю чё говорю)
Живу, как P, я живу, как P, живу, как P, я живу, как P, е
Принял Пёрк, я параною, не могу поспать
У меня глубокие карманы, я при деньгах
Зачем они за мной следят?
Я живу, как P, я живу, как P, живу, как P, я живу, как P, е

Короче, я тут, а, а, купил Ламбу
Оппы на улице, а, а, а
Окей, купил ей P, не Пёрк, а Порше (Живу, как P)
Три Перка, пью, подливаю, Порше (Скр, я живу, как P)
Я только что выебал стакан воды (Да, я сделал это)
Живу, как P, красная бандана, Кардиналы (Эй, живу, как P)
Я поотнимаю все твои контракты
Она не винирится для меня, а просто фарфорится (Никогда)
Я никогда не видел оппов, мы наконец-то помахались (Никогда)
Она готова выйти ради меня на улицы, без вопросов (Конечно, скр)
Слишком богат, чтоб писать СМС, пусть моя малая перешлёт (Е)
Вынул все P, из алфавитов, нигга, попробуй их разобрать (Эй)

Я живу, как P, я живу, как P, яживу, как P
Живу, как P, я живу, как P, P, а-а
Живу, как P, я живу, как P, я живу, как P
Я живу, как P, е, а-а",melodic rap
48,49,"""Buy Dirt""",Jordan Davis and Luke Bryan,"23 ContributorsBuy Dirt Lyrics
Few days before he turned 80
He was sitting out back in a rocker
He said ""What you been up to lately?""
I told him chasing a dollar
And in between sips of coffee
He poured this wisdom out
Said ""If you want my two cents on making a dollar count

Buy dirt
Find the one you can't live without
Get a ring, let your knee hit the ground
Do what you love but call it work
And throw a little money in the plate at church
Send your prayers up and your roots down deep
Add a few limbs to your family tree
And watch their pencils marks, and the grass in the yard
All grow up
'Cause the truth about it is it all goes by real quick
You can't buy happiness
But you can buy dirt""

Before you get caught on that ladder
Let me tell you what it's all about
Find you a few things that matter
That you can put a fence around
And then he laid it out

Buy dirt
Find the one you can't live without
Get a ring, let your knee hit the ground
Do what you love but call it work
And throw a little money in the plate at church
Send you prayers up and your roots down deep
And add a few limbs to your family tree
And watch their pencils marks, and the grass in the yard
All grow up
'Cause the truth about it is it all goes by real quick
You can't buy happiness
But you can buy dirt

You can buy dirt
And thank the good Lord for it
'Cause He ain't makin' any more of it

So buy dirt
Find the one you can't live without
Get a ring, let your knee hit the ground
Do what you love but call it work
And throw a little money in the plate at church
Send your prayers up and your roots down deep
Add a few limbs to your family tree
And watch their pencils marks, and the grass in the yard
All grow up
'Cause the truth about it is it all goes by real quick
You can't buy happiness
But you can buy dirt",country
49,50,"""I Hate U""",SZA,"94 ContributorsTranslationsTürkçeEspañolPortuguêsFrançaisItalianoI Hate U LyricsOn August 22, 2021, SZA posted a snippet of a new song called “Joni” on her Instagram, then released it alongside “I Hate U” on her SoundCloud the same day.
After the song garnered popularity on social media… Read More 
I be so sick of you niggas, y'all contradicting
I be so bored with myself, can you come and fuck me?
I feel so ordinary, sad when you around me
Treat me like corduroy, wear me out
Arguments, you air me out
Tripping 'bout your whereabouts
I can't keep no conflict with you, boy, can we just rub it out?
I don't want no static with you, you know you my plug
And I can't shake this habit, no

I've been up, baby
Heavy reminiscin'
Heavy on the missing you
Wish it was different than what it was (Oh, no)
I've been up, baby
Lost in the lie of us
Lost, ain't no findin' us
I've been up, baby

And if you wonder if I hate you (I do)
Shitty of you to make me feel just like this
What I would do to make you feel just like this
And if you wondered if I hate you (Fuck you)
Shitty of you to make me feel just likе this
What I would do to make you feel just like this

Used to bе too solid 'til you scrambled me
Used to be your rider, you mishandle me
Used to be nonviolent 'til you ambushed me
Now I'm out here wildin' with you
Now I'm out here, silent treatment, that mean no permission (No)
Missionary gettin' boring, can you switch positions? (Yeah)
Hard to save your soul, you don't ever listen, no (No)

I've been up, baby
Heavy reminiscin'
Heavy on the missing you
Wish it was different than what it was (Oh, no)
I've been up, baby
Lost in the lie of us
Lost, ain't no findin' us
I've been up, baby

And if you wonder if I hate you (I do)
Shitty of you to make me feel just like this
What I would do to make you feel just like this
And if you wondered if I hate you (Fuck you)
Shitty of you to make me feel just like this
What I would do to make you feel just like this","rnb, soul, alternative rnb, electronic, Neo-Soul"
50,51,"""Boyfriend""",Dove Cameron,"92 ContributorsTranslationsEspañolPortuguêsFrançaisDanskČeskyBoyfriend Lyrics“Boyfriend” is the lead single to Dove Cameron’s debut studio album Alchemical: Volume 1. The song was originally not planned to be released in February until it later started drawing attraction on TikTok… Read More 
I can't believe we're finally alone
I can't believe I almost went home
What are the chances? Everyone's dancing
And he's not with you (Hmm, hmm, hmm, hmm)

The universe must have divined this
What am I gonna do? Not grab your wrist?

I could be a better boyfriend than him
I could do the shit that he never did
Up all night, I won't quit
Thinking I'm gonna steal you from him
I could be such a gentleman
Plus all my clothes would fit
I could be a better boyfriend

I don't need to tell you twice
All the ways hе can't suffice
If I could give you some advicе
I would leave with me tonight

The universe must have divined this (Mmm, mmm)
Ladies first, baby, I insist
I could be a better boyfriend than him
I could do the shit that he never did
Up all night, I won't quit
Thinking I'm gonna steal you from him
I could be such a gentleman
Plus all my clothes would fit
I could be a better boyfriend than him
I could be a better boyfriend

I never would have left you alone
Here on your own, glued to your phone
Never would have left you alone
For someone else to take you home

I could be a better boyfriend than him
I could do the shit that he never did
Up all night, I won't quit
I'm gonna steal you from him
I could be such a gentleman
Plus you know my clothes would fit
I could be a better boyfriend than him
I could do the shit that he never did
Up all night, I won't quit
Thinking I'm gonna steal you from him
I could be such a gentleman
Plus all my clothes would fit","pop, Disney, female vocalists, american, my top songs"
51,52,"""Glimpse of Us""",Joji,"206 ContributorsTranslationsTürkçeEspañolРусский (Russian)Português日本語 (Japanese)DeutschFrançaisPortuguêsNederlandsMagyarGlimpse of Us Lyrics“Glimpse of Us” is the first musical offering from Joji as a lead artist since the release of his second studio album, Nectar, in September 2020. On the track, Joji compares his current relationship to the… Read More 
She'd take the world off my shoulders
If it was ever hard to move
She'd turn the rain to a rainbow
When I was living in the blue
Why then, if she's so perfect
Do I still wish that it was you?
Perfect don't mean that it's workin'
So what can I do? (Ooh)

When you're out of sight
In my mind

'Cause sometimes, I look in her eyes
And that's where I find a glimpse of us
And I try to fall for her touch
But I'm thinkin' of the way it was
Said I'm fine and said I moved on
I'm only here passing time in her arms
Hopin' I'll find a glimpse of us

Tell me he savors your glory
Does he laugh the way I did?
Is this a part of your story?
One that I had never lived
Maybe one day, you'll feel lonely
And in his eyes, you'll get a glimpse
Maybe you'll start slippin' slowly and find me again

When you're out of sight
In my mind

'Cause sometimes, I look in her eyes
And that's where I find a glimpse of us
And I try to fall for her touch
But I'm thinkin' of the way it was
Said I'm fine and said I moved on
I'm only here passing time in her arms
Hopin' I'll find a glimpse of us

Ooh
Ooh-ooh-ooh
Ooh
Ooh-ooh-ooh

'Cause sometimes, I look in her eyes
And that's where I find a glimpse of us
And I try to fall for her touch
But I'm thinkin' of the way it was
Said I'm fine and said I moved on
I'm only here passing time in her arms
Hopin' I'll find a glimpse of us","Lo-Fi, rnb, Hip-Hop, alternative rnb, japanese"
52,53,"""Surface Pressure""",Jessica Darrow,"135 ContributorsSurface Pressure Lyrics“Surface Pressure” is Luisa’s solo. Luisa is Mirabel’s sister, and her magical ability is that she has superhuman strength. However, as she says in this song, her strength still has its limits, as she has an… Read More 
I'm the strong one, I'm not nervous
I'm as tough as the crust of the Earth is
I move mountains, I move churches
And I glow 'cause I know what my worth is
I don't ask how hard the work is
Got a rough, indestructible surface
Diamonds and platinum, I find 'em, I flatten 'em
I take what I'm handed, I break what's demanded, but
Under the surface
I feel berserk as a tightrope walker in a three-ring circus
Under the surface
Was Hercules ever like, ""Yo, I don't wanna fight Cerberus""?
Under the surface
I'm pretty surе I'm worthless if I can't be of servicе
A flaw or a crack, the straw in the stack
That breaks the camel's back, what breaks the camel's back? It's
Pressure like a drip, drip, drip that'll never stop, woah
Pressure that'll tip, tip, tip 'til you just go pop, woah, oh, oh
Give it to your sister, your sister's older
Give her all the heavy things we can't shoulder
Who am I if I can't run with the ball?
If I fall to
Pressure like a grip, grip, grip, and it won't let go, woah
Pressure like a tick, tick, tick 'til it's ready to blow, woah, oh, oh
Give it to your sister, your sister's stronger
See if she can hang on a little longer
Who am I if I can't carry it all?
If I falter

Under the surface
I hide my nerves, and it worsens, I worry somethin' is gonna hurt us
Under the surface
The ship doesn't swerve, has it heard how big the iceberg is?
Under the surface
I think about my purpose, can I somehow preserve this?
Line up the dominoes, a light wind blows
You try to stop it topplin', but on and on it goes
But wait
If I could shake
The crushing weight
Of expectations, would that free some room up for joy
Or relaxation?
Or simple pleasure?
Instead, we measure
This growing pressure
Keeps growing, keep going
'Cause all we know is
Pressure like a drip, drip, drip that'll never stop, woah
Pressure that'll tip, tip, tip 'til you just go pop, woah, oh, oh
Give it to your sister, it doesn't hurt, and
See if she can handle every family burden
Watch as she buckles and bends but never breaks
No mistakes, just
Pressure like a grip, grip, grip, and it won't let go, woah
Pressure like a tick, tick, tick 'til it's ready to blow, woah, oh, oh
Give it to your sister and never wonder
If the same pressure would've pulled you under
Who am I if I don't have what it takes?
No cracks, no breaks
No mistakes, no pressure","USA, Disney, encanto cast, Soundtrack, Reggaeton"
53,54,"""Fall in Love""",Bailey Zimmerman,"15 ContributorsFall In Love Lyrics
Heard you moved out to South Carolina
Just like you always said we would
Packed your bags in that old 4Runner
That I bought you when things were good
I'm glad to see the stop sign didn't hit ya
Bring you back to your senses
Oh, it waved you gone, goodbye
Yeah, it waved you gone, goodbye

I heard you found yourself a brand-new man
Put a rock on your finger and he vowed you a second chance
Built a house right by the coast
That ocean view is beautiful, but baby, I just want you to know
He don't know you like I did
Money talks, but I ain't buyin'

'Cause love's a smoke ring wrapped around your finger
One second, it's a blessin', and the next, it's already gone
A broken heart, I'm a walkin' testimony
My confession is a lesson that I'm pourin' out in this song
Oh-woah-woah, oh-woah-woah
You don't wanna fall in love
Oh-woah-woah, oh-woah-woah
You don't wanna fall in love

I seen your mama walkin' out the county market
And I stopped to ask her how she's been
Said she's missin' ya and tried to go convincin' ya
Not to settle down with him
She ain't wrong, the whole town knows it
You had a bed of roses, but girl, you couldn't walk that line
You can act like you're doin' fine

'Cause love's a smoke ring wrapped around your finger
One second, it's a blessin', and the next, it's already gone
A broken heart, I'm a walkin' testimony
My confession is a lesson that I'm pourin' out in this song
Oh-woah-woah, oh-woah-woah
You don't wanna fall in love
Oh-woah-woah, oh-woah-woah
You don't wanna fall in love


'Cause love's a smoke ring wrapped around your finger
One second, it's a blessin', and the next, it's already gone
A broken heart, I'm a walkin' testimony
My confession is a lesson that I'm pourin' out in this song
Oh-woah-woah, oh-woah-woah
You don't wanna fall in love
Oh-woah-woah, oh-woah-woah
You don't wanna fall in love
Oh-woah-woah, oh-woah-woah
You don't wanna fall in love
Oh-woah-woah, oh-woah-woah

Heard you moved out to South Carolina
Just like you always said we would","country, contemporary country, singer-songwriter, rock, USA"
54,55,"""Love Nwantiti (Ah Ah Ah)""",CKay,"51 ContributorsTranslationsDeutschEnglish​love nwantiti (ah ah ah) Lyrics‘Love Nwantinti’ drives us back into more familiar terrain. It’s a love song with a lo-fi, resonant afrobeats sound.
(Tu-tu-tu, tu-tu-tu-tu-tu)
(Tu-tu-tu-tu, tu-tu-tu-tu-tu) Yeah

My baby, my valentine, yeah
Girl, na you dey make my temperature dey rise
If you leave me, I go die, I swear
You are like the oxygen, I need to survive
I'll be honest
Your loving dey totori me
I am so obsessed
I want to chop your nkwobi

Ule, your body dey gbakam isi
Ule, open am make I see
Ule, nyem love nwantiti
Wey fit make a bad man sing ""Oh-ahh""

Ahh, ah-ah-ah-ah-ah, ah-ah-ah, ah-ah, ah-ah-ah
Ahh, ah-ah-ah-ah-ah, ah-ah-ah, ah-ah, ah-ah-ah
Ahh, ah-ah-ah-ah-ah, ah-ah-ah, ah-ah, ah-ah-ah
Ahh, ah-ah-ah-ah-ah, ah-ah-ah, ah-ah, ah-ah-ah

Baby girl, where you from come? Yeah
Your body na follow come, yeah
No be silicon, uh
Baba God e finish work, eh-eh-eh-eh-eh
Without you, I go fit lose my mind
Without you, I go fit fall and die
Without you, I go give all my life
Without you, without you

Ule, your body dey gbakam isi
Ule, open am make I see
Ule, nyem love nwantiti
Wey fit make a bad man sing ""Oh-ahh""

Ahh, ah-ah-ah-ah-ah, ah-ah-ah, ah-ah, ah-ah-ah
Ahh, ah-ah-ah-ah-ah, ah-ah-ah, ah-ah, ah-ah-ah
Ahh, ah-ah-ah-ah-ah, ah-ah-ah, ah-ah, ah-ah-ah
Ahh, ah-ah-ah-ah-ah, ah-ah-ah, ah-ah, ah-ah-ah

You mean the world to me
You're my living fantasy
I-I-I, I love you
I-I-I put no one above of you
Lover, don't give this love to nobody
Lover, don't call another nigga ""honey""
Lover, lover, I wanna be your lover
Forever, forever, ahh, ah-ah

Tu-tu-tu, tu-tu-tu-tu-tu
Tu-tu-tu-tu, tu-tu-tu-tu-tu
(Tempoe) CKay, yo, ah","rnb, nigerian, nigeria, afrobeat, african"
55,56,"""Super Freaky Girl""",Nicki Minaj,"136 ContributorsTranslationsTürkçeEspañolPortuguêsРусский (Russian)ČeskySuper Freaky Girl LyricsIn the “Anaconda” sister-song “Super Freaky Girl,” Nicki Minaj takes pridefulness in her freak-esque role, going into depth about her various sexual encounters.
On July 12, 2022, Nicki tweeted out:
Y’all… Read More 
She's alright
That girl’s alright with me, yeah
Ayo (Hey, hey, hey, hey)

I can lick it, I can ride it while you slippin' and slidin'
I can do all them little tricks and keep the dick up inside it
You can smack it, you can grip it, you can go down and kiss it
And every time he leave me ’lone, he always tell me he miss it

He want a F-R-E-A-K (Freaky girl)
F-R-E-A-K (Freaky girl)
A-K, A-K, A-K
E-A-K (Freaky girl)
F-R-E-A-K (Freaky girl)

One thing about me, I'm the baddest alive
He know the prettiest bitch didn't come until I arrive
I don't let bitches get to me, I fuck they man if they try
I got a princess face, a killer body, samurai mind
They can't be Nicki, they so stupid, I just laugh when they try
A thong bikini up my ass, I think I'll go for a dive
His ex-bitch went up against me, but she didn't survive
On applications I write ""pressure"" 'cause that’s what I apply (Brr)
P-P-P-Pressure applied, can’t fuck a regular guy
Wetter than umbrellas and stickier than apple pie

I can lick it, I can ride it while you slippin' and slidin’
I can do all them little tricks and keep the dick up inside it
You can smack it, you can grip it, you can go down and kiss it
And every time he leave me 'lone, he always tell me he miss it

He want a F-R-E-A-K (Freaky girl)
F-R-E-A-K (Freaky girl)
A-K, A-K, A-K
E-A-K (Freaky girl)
F-R-E-A-K (Freaky girl)

'Cause, what the fuck? This ain't Chanel, nigga, custom down?
Like, what the fuck? This ain’t Burberry, custom brown
He said ""Could you throw it back while you touch the ground?""
Then he said ""Do that pussy purr?"" I said ""Yup, meow""
Hold up, fuck-boys, ain't need no for you to roll up
Ain't no need for you to double tap neither, scroll up
Keep these bitches on they toes like Manolo
Be on the lookout when I come through, BOLO
Oh, woah, elegant bitch with a ho glow
If it ain't big, then I won't blow
Eeny, meeny, miny, moe
Fuck is the tea? I just F'd a G (Let's go)
Made him say ""Uh,"" just ask Master P (Let's go)
Ball so hard, I just took a knee (Let's go)
Get me rocky ASAP, nigga, word to Rih (Let's go)

Freak
F-F-Freak
Some gyal a freak, gyal a freak
Gyal a freak, freak, freak, freak

I can lick it, I can ride it while you slippin' and slidin'
I can do all them little tricks and keep the dick up inside it
You can smack it, you can grip it, you can go down and kiss it
And every time he leave me 'lone, he always tell me he miss it

He want a F-R-E-A-K (Freaky girl)
F-R-E-A-K (Freaky girl)
A-K, A-K, A-K
E-A-K (Freaky girl)
F-R-E-A-K (Freaky girl)","Hip-Hop, rap, rnb, pop, hip hop"
56,57,"""Hrs and Hrs""",Muni Long,"31 ContributorsTranslationsDeutschHrs & Hrs LyricsDescribing various forms of intimate quality time between two partners, “Hrs & Hrs” is Priscilla Renea’s first hit record under her Muni Long moniker.
Developed as a freestyle and initially recorded as a… Read More 
Uh, oh, ooh, mmm (Yeah)
I don't usually do this but, um (Tiller, oh my God, hm-hm)
Can I sing to you?
Yeah (Yeah)

Yours, mine, ours
I could do this for hours
Sit and talk to you for hours
I wanna give you your flowers
And some champagne showers
Order shrimp and lobster towers
But it's me that gets devoured
Ooh, when you do what you do, I'm empowered
You give me a superpower
Together the world could be ours
You sit me up on the counter
Instantly, it's thunder showers
Stormin' for a couple hours
When we finished, take a shower

I could do this for hours
And hours and hours
I could do this for hours
And hours and hours
I could do this for hours
And hours and hours
I could do this for hours
And hours, hours, I

Usually don't like nobody
And when I say nobody
I mеan nobody
All these niggas full of shit
You're just thе homie once they hit
Felt like givin' up on love
These niggas almost made me quit
Then I met you
When I met you
I knew this was it
I've never been in love like this
A love like ours
I pray for it on my knees
Every night for some hours
And hours and hours
And hours and hours
And hours

I could do this for hours
And hours and hours
I could do this for hours
And hours and hours
What's yours is mine
And ours
And yours, mine and ours

I could sit and talk to you for hours
Sit and look at you for hours
Makin' love to you for hours
Layin' on your chest for hours
Tellin' you jokes for hours
Holdin' you close for hours
And hours and hours

Oh, oh, oh (Yee-hee)
Oh, oh, oh (Yee-hee)
Woah, oh, oh (Yee-hee)
Ah, I
Hours and hours (Yee-hee)
Hours and hours (Yee-hee, yee-hee)
Oh, oh
Hours and hours
Hours and hours
Woah, oh, mm
Yeah","rnb, soul, rap, pop, indie rnb"
57,58,"""Sand in My Boots""",Morgan Wallen,"27 ContributorsSand in My Boots LyricsThe emotional intro to Dangerous: The Double Album, “Sand in My Boots” sees Morgan recounting the story of a short-lived summer romance. The song starts off as a sparse and country-tinged piano ballad, but… Read More 
She asked me where I's from
I said, ""Somewhere ya never been to
Little town outside of Knoxville""
Hidden by some dogwood trees
She tried talkin' with my accent
We held hands and waded into
That blue water, she left her flip-flops
By my Red Wings on the beach

Yeah, but now I'm dodgin' potholes
In my sunburnt Silverado
Like a heart-broke Desperado
Headed right back to my roots
Somethin' 'bout the way she kissеd me
Tells me shе'd love Eastern Tennessee
Yeah, but all I brought back with me
Was some sand in my boots

I said, ""Let's go shoot tequila""
So, we walked back to that beach bar
She said, ""Don't cowboys drink whiskey?"" (Huh)
So, we drank bottom shelf
She said, ""Damn, that sky looks perfect""
I said, ""Girl, you've never seen stars
Like the ones back home""
And she said, ""Maybe I should, see 'em for myself""

Yeah, but now I'm dodgin' potholes
In my sunburnt Silverado
Like a heart-broke Desperado
Headed right back to my roots
Somethin' 'bout the way she kissed me
Tells me she'd love Eastern Tennessee
Yeah, but all I brought back with me
Was some sand in my boots

I said, ""Meet me in the mornin'""
And she told me I was crazy
Yeah, but I still thought that maybe she'd show up

Aw, but now I'm dodgin' potholes
In my sunburnt Silverado
Like a heart-broke Desperado
Headed right back to my roots
Somethin' 'bout the way she kissed me
Tells me she'd love Eastern Tennessee
Yeah, but all I brought back with me
Was some sand in my boots
Yeah, but all I brought back with me
Was some sand in my boots","country, country pop, contemporary country, the voice, bro-country"
58,59,"""Mamiii""",Becky G and Karol G,"6 ContributorsTranslationsEspañolעברית (Hebrew)FrançaisBecky G. & KAROL G - MAMIII (English Translation) Lyrics
O-O-Ovy On The Drums
Cheers, mami
Ah, ah, ah, ay

What doesn't help, don't let it get in the way
You made an own goal for being clumsy
The torque turned out to be too big for you
I'm not for you to fall in love with anymore, baby (Chi)
Without a Visa or passport
I sent your fake love on a vacation (Chi, chi, chi, chi, chi, chi)
Fuck off and don't come back
I hope you get everything you deserve, no
For what you did to me if you don't remember

Don't call me again, I threw out the phone
Because of how toxic you are, it became harmful
What goes, goes
Don't misunderstand me
Bеcause of how toxic you are, I don't want to see you again (Chi)

I got to the party, takе the bottle out
The one that loved you, I don't know who she is
I left you a review, I didn't give you even one star
And I forgot you because you didn't leave footprints
I don't look back anymore, not even to park
I have one that's ready to take me
The second is waiting in the hotel
And the third, I'll meet him tonight (No, no)
Don't call me, 'cause I changed my number (Changed)
If you want me to give it you (Give)
Call 1-800-go fuck yourself
I don't know if you heard me
Don't call me, 'cause I changed my number (Changed)
If you want me to give it you (Give)
Call 1-800-go fuck yourself

Don't call me again, I even threw out the phone
Because of how toxic you are, it became harmful
What goes, goes, ah-ah
Don't misunderstand me
Because of how toxic you are, I don't want to see you again (Ayy)

Ay, I'm sorry (Ah)
You're desire to come back (Ayy) died in the attempt (Ah)
You made it look like you lost time
You came out well because I don't even count mine (Papi)
I see you on social media, I can't believe it, what a shame (What a shame)
I was good and you such trash paying me back like that (Wow, such trash)
Rat with two feet, Paquita said it
A creeping animal (Haha)
That eats everything he finds
Damn, you're a whore (Whore)
Don't say ""I adore you"", instead be honest (Ayy)
Don't say ""I love you"" (Ah) because that was in vain (Ah)
You were crying and since I didn't get with you
You're eating another, but you're thinking of me (Chi)

Don't call me again, I even threw out the phone
Because of how toxic you are, it became harmful
What goes, goes, ah-ah
Don't misunderstand me
Because of how toxic you are, I don't want to see you again

Ouh
Repeat it, mami
""Sometimes they don't change you for something better
And not even for something more tasty""
KAROL G and Becky G
It's the real G's, baby (Haha)
Ovy On The Drums",reggaeton; latin
