Unnamed: 0,№,Title,Artist(s),lyrics,genres
50,51,"""You'll See""",Madonna,"17 ContributorsTranslationsУкраїнськаPortuguêsYou’ll See LyricsYou’ll See"" is the lead single of Madonna’s ballad compilation album Something To Remember.
“You’ll See” is a low bass track featuring wind chimes and at points a Spanish guitar. Throughout the chord changes… Read More 
You think that I can't live without your love
You'll see
You think I can't go on another day
You think I have nothing
Without you by my side
You'll see, somehow, some way

You think that I can never laugh again
You'll see
You think that you destroyed my faith in love
You think after all you've done
I'll never find my way back home
You'll see, somehow, someday

All by myself
I don't need anyone at all
I know I'll survive
I know I'll stay alive
All on my own
I don't need anyone this time
It will be mine
No one can take it from me
You'll see

You think that you are strong, but you are weak
You'll see
It takes more strength to cry, admit defeat
I have truth on my side
You only have deceit
You'll see, somehow, someday

All by myself
I don't need anyone at all
I know I'll survive
I know I'll stay alive
I'll stand on my own
I won't need anyone this time
It will be mine
No one can take it from me
You'll see
You'll see
You'll see
You'll see","pop, dance, female vocalists, 80s, electronic"
51,52,"""Last Night""",Az Yet,"9 ContributorsLast Night Lyrics
Last night, you were so into it
You told me secrets that, you've never told a soul
You were so nervous and, yet oh so comfortable
As we explored your image of love
I drank your wine, as you taste mine
I kissed your lips, you felt my body slip
Into your soul
I almost cried 'cause it was so beautiful

Last night (Last night)
I was inside of you (Inside of you)
Last night (Last night)
While making love to you (While making love to you)
I saw the sun (The sun), the moon (The moon), the mountains and the rivers
I saw heaven when I made sweet love to you

Last night, there was no planning it
It was so special and, so very innocent
We talked of memories, our favorite fantasies
As we explored our visions of love
Deep in the night, right by the fireside
You felt my candlelight, in your soul
You felt incredible, I started to explode
I almost cried 'cause it was so beautiful

Last night (Last night)
I was inside of you (Inside of you)
Last night (Last night)
While making love to you (While making love to you)
I saw the sun (The sun), the moon (The moon), the mountains and the rivers
I saw heaven when I made sweet love to you

Sunlight, red red roses
The scent of you, it calms the heart
The sight of you, I fall apart
Moonlight, the things we notice
When we're in love, that's when it comes
And I'm so, I'm so in love

Last night (Last night)
I was inside of you (Inside of you)
Last night (Last night)
While making love to you (While making love to you)
I saw the sun (The sun), the moon (The moon), the mountains and the rivers
I saw heaven when I made sweet love to you

Last night (Last night)
I was inside of you (Inside of you)
Last night (Last night)
While making love to you (While making love to you)
I saw the sun (The sun), the moon (The moon), the mountains and the rivers
I saw heaven when I made sweet love to you

Last night (Last night)
I was inside of you (Inside of you)
Last night (Last night)
While making love to you (While making love to you)
I saw the sun (The sun), the moon (The moon), the mountains and the rivers
I saw heaven when I made sweet love to you","rnb, soul, 90s, pop, r and b"
52,53,"""Mouth""",Merril Bainbridge,"4 ContributorsMouth Lyrics“Mouth” became a number-one hit in Australia in 1995, but wasn’t released in the U.S. until 1996 where it peaked at #4 on the Billboard Hot 100.
I feel like I've been blown apart, there are pieces here
I don't know where they go, I don't know where they go
Kiss me on my salty lips, I bet you feel a little crazy
But for me, we'll be famous on TV

Would it be my fault if I could turn you on?
Would I be so bad if I could turn you on?
When I kiss your mouth, I want to taste it
And turn you upside down, don't want to waste it

I jump on you, you jump on me, you push me out
And even though you know I love you
I'd be inclined to slap you in the mouth
When I kiss your salty lips, you will feel a little crazy
But for me, I'll be famous on TV

Would it be my fault if I could turn you on?
Would I be so bad if I could turn you on?
When I kiss your mouth, I want to taste it
And turn you upside down, don't want to waste it

Would it be my fault if I could turn you on?
Would I be so bad if I could turn you on?
When I kiss your mouth, I want to taste it
And turn you upside down, don't want to waste it

Now, will it be my fault if I take your love and throw it wide?
You might restrain me but could you really blame me?
And you will feel you're blown apart, all the pieces there will fit
To make you whole and I know where they go

Would it be my fault if I could turn you on?
Would I be so bad if I could turn you on?
When I kiss your mouth, I want to taste it
And turn you upside down, don't want to waste it

When I kiss your mouth, I want to taste it
And turn you upside down, don't want to waste it
When I kiss your mouth, I want to taste it
And turn you upside down
Don't want to waste it","pop, australian, 90s, female vocalists, singer-songwriter"
53,54,"""The Earth, the Sun, the Rain""",Color Me Badd,"3 ContributorsThe Earth, The Sun, The Rain LyricsWhen I was lost
I could not see
All the beauty and wonder
Wrapping around me
I was alone
Dreaming of you
Oh I could not imagine
This dream coming true
So much joy now
In all that I touched
You make me feel
Everything so much
CHORUS:
I will love you for the earth at my feet
I will love you for the sun in the sky
I will love you for the falling rain
I will love you for the heart that could break
I will love you for the dreams that we share
I will love you for the falling rain
Facing the wind
Tears from my eyes
Baby, where have you been
When I was hoping
Was waiting for you
To pull back the door
To take me by the hand
And lead me through

This whole world was
A stranger to me
Now you have opened
My heart to everything
CHORUS
(Spoken)
Like a whisper in a dream
You've walked softly into my life
With love and sweet emotion
And as I gaze into your eyes
I see the beauty that God has created
And I love you girl
Now and forever
CHORUS x3","pop, rnb, 90s, soul, new jack swing"
54,55,"""All the Things (Your Man Won't Do)""",Joe,"18 ContributorsAll the Things (Your Man Won’t Do) Lyrics“All the Things (Your Man Won’t Do)” is a R&B love song by Joe. The song was originally featured in the 1996’s comedy movie, Don’t Be a Menace to South Central While Drinking Your Juice in the Hood, and later… Read More 
Hey, love
You say you need someone to be there for you
To love you all night long
Hah, it's kinda funny but I don't think you have to look no further
Because I'm right here
And I'm ready
To do all the things your man won't do

Tell me what kind of man
Would treat his woman so cold?
Treat you like you're nothing
When you're worth more than gold?
Girl, to me, you're like a diamond
I love the way you shine
A hundred-million-dollar treasure
I'd give the world to make you mine
(La-la-la-la-laaa)

I'd put a string of pearls right in your hand
Make love on a beach of jet-black sand
Outside in the rain
We can do it all night
I'll touch all the places he would not
And some you never knew would get you hot
Nothing is forbidden when we touch

Baby, I wanna do
All of the things your man won't do (Every little thing)
(I'll do them for you)
Ohh, oh
Baby, I wanna do (Yeahh)
All of (All of) the things your man won't do (Every little thing)
(I'll do them for you)
Yeahhh

I'll take you out on a night cruise on a yacht
Just can't lose
'Cause we got a lot to look forward to
One, two, whatcha gonna do?
What good is a diamond nobody can see?
I hear he's got you on lock-down
But I got the master key
(La-la-la-la-laaa)

I'll light a thousand candles all around
Show me to the subway, I'll go down
Nothing can be sweeter than the sound of making love
Baby, when I start, I just can't stop
I love you from the bottom to the top
Nothing is forbidden when we touch

Baby, I wanna do (Hell yeah)
All of the things your man won't do (Every little thing)
(I'll do them for you)
Oooh, ooh
Baby, I wanna do (I wanna do)
All of the things your man won't do
(I'll do them for you)
Yeahhh, ohh

And I'll-oh yeah, yeah, yeah-oh yeah
I'll
(La-la-la-la-laaa)

I'll light up all the candles all around
Show me to the subway, I'll go down
Nothing can be sweeter than the sound of making love
Baby, when I start I just can't stop
I love you from the bottom to the top
Nothing is forbidden when we touch

Baby, I wanna do
All of the things your man won't do (I'm gonna-I'm gonna-I'm-I'm-I'm)
(I'll do them for you)
Sweet lady (Baby), I wanna do (I wanna do)
All of the things your man won't do (And-ohh yeahh-yeah-yeah)
(I'll do them for you)

Ooh, I got a jones in my bones for you
There ain't a damn thing that I won't do
I'll make your body cream with my sex machine
I won't stop until I hear your mother scream

Lady, I wanna do (I wanna do)
All of the things your man won't do (Oh, oh, oh-ah, yeah, yeah)
I'll do them for you
Baby (All the things), I wanna do (Wanna do)
All of the things your man won't do (Yeah, ohh, oh)
I'll do them for you (I wanna do it for you, baby)
Sweet lady, I wanna do
All of (All of) the things your man won't do
I'll do them for you
Baby, I wanna do
All of the things your man won't do
I'll do them for you
Sweet lady, I wanna do
All of the things your man won't do
I'll do them for you","rnb, soul, Hip-Hop, r&b, joe"
55,56,"""Wonderwall""",Oasis,"160 ContributorsTranslationsفارسیTürkçeItalianoDeutschPolskiРусский (Russian)EspañolWonderwall Lyrics“Wonderwall” was released as the third single off of Oasis' classic album (What’s The Story) Morning Glory?. It was supposedly written for Noel Gallagher’s then-girlfriend, Meg Matthews, as he told NME in… Read More 
Today is gonna be the day
That they're gonna throw it back to you
By now, you should've somehow
Realised what you gotta do
I don't believe that anybody
Feels the way I do about you now

Backbeat, the word is on the street
That the fire in your heart is out
I'm sure you've heard it all before
But you never really had a doubt
I don't believe that anybody
Feels the way I do about you now

And all the roads we have to walk are winding
And all the lights that lead us there are blinding
There are many things that I would like to say to you
But I don't know how

Because maybe
You're gonna be the one that saves me
And after all
You're my wonderwall

Today was gonna be the day
But they'll never throw it back to you
By now, you should've somehow
Realised what you're not to do
I don't believe that anybody
Feels the way I do about you now

And all the roads that lead you there were winding
And all the lights that light the way are blinding
There are many things that I would like to say to you
But I don't know how

I said maybe
You're gonna be the one that saves me
And after all
You're my wonderwall
I said maybe (I said maybe)
You're gonna be the one that saves me
And after all
You're my wonderwall
I said maybe (I said maybe)
You're gonna be the one that saves me (That saves me)
You're gonna be the one that saves me (That saves me)
You're gonna be the one that saves me (That saves me)","britpop, rock, british, alternative, indie"
56,57,"""Woo Hah!! Got You All in Check"" / ""Everything Remains Raw""",Busta Rhymes,,"Hip-Hop, rap, Gangsta Rap, East Coast, hip hop"
57,58,"""Tell Me""",Groove Theory,"12 ContributorsTell Me Lyrics“Tell Me” is the 1995 debut single from R&B duo Groove Theory. With a straight-ahead groove reminiscent of Mary Jane Girls' “All Night Long,” the simple lyrics detail a young woman expressing her affections… Read More 
Ooh, ooh, ooh, ooh yeah

I've been doing my own thing
Love has always had a way of having bad timing
But to my great surprise, ever since I looked in your eyes
I had one question for you

Tell me if you want me to give you all my time
I wanna make it good for you 'cause you blow my mind
I promise, boy, that I'll be true, you're the perfect find
So tell me if you want me to
Yeah

If you thought I'd sleep on this
Boy, you're wrong 'cause all I dream about is our first kiss
And you're the first one to make me feel like this
And this is one opportunity that I can't miss, no, no
Boy, you wanna know the deal
You are wondering if the words I'm saying are for real
'Cause you got more appeal than any man in this whole world
And baby, I got to know how you feel, yeah

Tell me if you want me to give you all my time
I wanna make it good for you 'cause you blow my mind
I promise, boy, that I'll be true, you're the perfect find
So tell me if you want me to, ooh ooh

Sweetheart (Uh-huh?)
Now it's time I let you know
I don't wanna rush, we should take it slow
Boy, I can love you, can you help me grow
Give me a new beginning (And I'll give you a happy ending)
Tell me if you want me to
(Oh, my love, please tell me if you want me to)
I want you to, I want you to
(I wanna make it good) Yes, I do
(I wanna make it good to you, baby)
Oh oh yeah, yeah
(So won't you tell me) Tell me
(Tell me, whoa-ho-ho-oh, yeah)
(Tell me if you want me to)
(Ooh-hoo, ooh-ooh, baby)
(I wanna make it good for you)
(Huh, huh, huh, uh-huh)
(I promise, girl, that I'll be true)
(Oh, ho, oh, oh)
(So tell me if you want me to)
(Tell me, baby)
Hey, hey

Tell me if you want me to
Wanna make it good for you
Promise, girl, that I'll be true
Tell me if you want me to
Tell me if you want to
I can make it good for you
I promise that I'll be true
I really, really want to
I promise, girl, that I'll be true
So tell me if you want me to
I promise that I'll be true
I really, really want to
Tell me if you want me to
I wanna make it good for you","soul, rnb, Neo-Soul, 90s, smooth"
58,59,"""Elevators (Me & You)""",Outkast,"122 ContributorsElevators (Me & You) Lyrics“Elevators (Me & You)” is the lead single from OutKast’s sophomore album, ATLiens. The song talks about the group’s humble beginnings and elevated status in the rap game with the success of their debut album,… Read More 
One for the money, yes, sir, two for the show
A couple of years ago on Headland and Delowe
Was the start of something good
Where me and my nigga rode the MARTA through the hood
Just tryna find that hookup
Now, every day, we looked up at the ceiling (Yuh)
Watching ceiling fans go 'round, tryna catch that feeling off instrumentals
Had my pencil, and plus, my paper
We caught the 86 Lithonia, headed to Decatur
Writing rhymes, tryna find our spot off in that light
Light off in that spot, knowing that we could rock
Doing the hole-in-the-wall clubs, this shit here must stop
Like, ""Freeze!"" We making the crowd move, but we not making no G's, and that's a no-no

Yeah, uh
Check it, a-one-two, a-one
""Two dope niggas in the Cadillac,"" they call us
Went from ""Player's Ball"" to ballers
Putting the South up on the map was like Little Rock to banging
Niggas say, ""Motherfuck that playin',"" they payin', we stayin', layin' vocals
Locales done made it with them big boys up in this industry
""OutKast, yeah, them niggas, they making big noise""
Over a million sold to this day; niggas, they take it lightly
'96 gon' be that year that all y'all player-haters can bite me
I'm out this bitch

Me and you
Your momma and your cousin, too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors
Me and you
Your momma and your cousin, too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors

Uh
Back in the day, when I was younger, hunger
Looking to fill me belly with that Rallys, bullshit
Pull shit off, like it was supposed to be pulled
Full as a tick, I was stoned like them white boys
Smoking them white girls before them blunts got crunk
Chunky asses, passes getting throwed like Hail Marys
And they looking like Halle Berrys
So, so fine, intertwined, but we ain't sipping wine
We's just chilling, I'm the rabid villain, and I'm so high
Smoking freely, me, Lil B, Reek, Mone and Shug
And my little brother, James, things changed in the hood
Where I live at, them rats know, ""Momma, I want to sing
But, momma, I want to trick (Trick), and momma, I'm sucking dicks, now""
We moving on up in the world like elevators
Me and the crew, we pimps like '82
Me and you like Tony! Toni! Tone! (Yeah)
Yeah
Like this, East Point and we gone

Me and you
Your momma and your cousin, too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors
Me and you
Your momma and your cousin, too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors

Got stopped at the mall the other day
Heard a call from the other way that I just came from (""Ayy"")
Some nigga was saying something
Talking 'bout smoke something
""Hey, man, you remember me from school?"" ""No, not really""
But he kept smiling like a clown, facial expression looking silly
And he kept asking me, ""What kinda car you drive?
I know you paid, I know y'all got beaucoup of hoes
From all them songs that y'all done made""
And I replied that I'd been going through the same things that he has
True, I've got more fans than the average man
But not enough loot to last me to the end of the week
I live by the beat like you live check-to-check
If it don't move your feet, then, I don't eat, so we like neck-to-neck
Yes, we done come a long way like them slim-ass cigarettes
From Virginia, this ain't gon' stop, so we just gon' continue

Me and you
Your momma and your cousin, too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors
Me and you
Your momma and your cousin, too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors
Me and you
Your momma and your cousin, too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors
Me and you
Your momma and your cousin, too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors
Me and you","Hip-Hop, funk, rap, soul, hip hop"
59,60,"""Hook""",Blues Traveler,"36 ContributorsHook LyricsA single that first appeared on Blues Traveler’s fourth album, appropriately titled “Four.”
The song follows the same chord progression as Pachelbel’s notorious “Canon In D,” which, given its ubiquity, could… Read More 
It doesn't matter what I say
So long as I sing with inflection
That makes you feel I'll convey
Some inner truth or vast reflection
But I've said nothing so far
And I can keep it up for as long as it takes
And it don't matter who you are
If I'm doing my job, it's your resolve that breaks

Because the Hook brings you back
I ain't tellin' you no lie
The Hook brings you back
On that you can rely

There is something amiss
I am being insincere
In fact, I don't mean any of this
Still, my confession draws you near
To confuse the issue, I'll refer
To familiar heroes from long ago
No matter how much Peter loved her
What made the Pan refuse to grow

Was that the hook that brings you back
I ain't telling you no lie
The hook brings you back
On that you can rely


Suck it in, suck it in, suck it in
If you're Rin Tin Tin or Anne Boleyn
Make a desperate move or else you'll win
And then begin to see what you're doing to me
This MTV is not for free
It's so P.C., it's killing me
So, desperately, I sing to thee of love
Sure, but also of rage and hate and pain and fear of self
And I can't keep these feelings on the shelf
I've tried -- well, no, in fact, I lied
Could be financial suicide, but I've got too much pride inside
To hide or slide, I'll do as I'll decide
And let it ride until I've died
And only then shall I abide this tide
Of catchy little tunes
Of hip three minute ditties
I wanna bust all your balloons
I wanna burn all of your cities to the ground
I've found I will not mess around
Unless I play, then hey, I will go on all day
Hear what I say, I have a prayer to pray
That's really all this was
And when I'm feeling stuck and need a buck
I don't rely on luck because

The hook brings you back
I ain't telling you no lie
The hook
On that you can rely","blues rock, blues, rock, jam band, alternative"
60,61,"""Doin' It""",LL Cool J,"59 ContributorsDoin It Lyrics“Doin' It” was LL Cool J’s third top 10 hit, the 2nd from Mr. Smith, reaching #9 in April 1996. Originally meant for Notorious BIG, the track is heavily based on LeShaun’s “Wild Thang” (itself sampling Grace… Read More 
Mm, yeah
Check it out, baby
Make it hot, then we drop it
Uh, yeah
Uptown, you know how we do it
Yeah, you know
Make it hot

It's our first time together and I'm feeling kinda horny
Conventional methods of makin' love kinda bore me
I wanna knock your block off, get my rocks off
Blow your socks off, make sure your G spot's soft
I'ma call you Big Daddy and scream your name
Matter fact, I can't wait for your candy rain
So what you sayin'? I get my swerve on, bring it live
Make it last forever, damn, the kitty cat's tight
Mmm, daddy, slow down your flow
Put it on me like a G, baby, nice and slow
I need a rough neck nigga, Mandingo in the sack
Who ain't afraid to pull my hair and spank me from the back
No doubt, I'm the playa that you're talkin' about
Mmm, but do you really think that you can work it out?
I guarantee, shorty, it's real, baby, stick it out
Here comes the man of steel

Doin' it and doin' it and doin' it well
Doin' it and doin' it and doin' it well
Doin' it and doin' it and doin' it well
I represent Queens, she was raised out in Brooklyn
Doin' it and doin' it and doin' it well
Doin' it and doin' it and doin' it well
Doin' it and doin' it and doin' it well
I represent Queens, she was raised out in Brooklyn

I'm in the mix now, searching for the right spot
To hit now, get down, damn, I love a dick down
You use a rubber? Damn right
You are my lover, all night
The putty good to you? Word to momma
Mad tight
The only thing left to do is climax
Let's make it last
Word, we ain't goin' out like that
All this time, you been tellin' me that you was a Don
I tried to warn you, girl, you wouldn't listen
Now let's get it on
Mmm, you make me wild, don't do that
Chill, wait a minute, baby, let me please you back
You talk a good one, shorty, now you're makin' me sweat
How a live nigga like it, girl? Nice and wet
We get it on To The Break of Dawn, damn, you're large
How a big girl like it, Daddy? Nice and hard
Safe sexin' it, flexin' it, gettin' mad affectionate
Chewin' it, oohin' it, all while we're doin' it

Doin' it and doin' it and doin' it well
Doin' it and doin' it and doin' it well
Doin' it and doin' it and doin' it well
I represent Queens, she was raised out in Brooklyn
Doin' it and doin' it and doin' it well
Doin' it and doin' it and doin' it well
Doin' it and doin' it and doin' it well
I represent Queens, she was raised out in Brooklyn

Baby, I wanna hit it in the worst way
Make it hot, schemin' on the ass since the first day
Don't stop, damn, I love it when you talk like that
Make it bounce, sugar,  long as you can bounce me back
More flesh than the Greek Fest, roll up the sess
Pass the Hennessy, put my body to the test
Wait, wait, daddy, many niggas ago
I was a young girl listenin' to how you flow
Now's my chance to hit you off, daddy, I'm grown
From the back, from the side, right, I'm in the zone
One of a kind when it's time to do mine
Camcorder and the whole shit, Press rewind
Let it flow on screen while we puffs a ""L""
Layin' back in the cut while we're under the spell
Word life, I like the way the ep went down
Go to sleep, tomorrow I'll take you back downtown, we'll be

Doin' it and doin' it and doin' it well
Doin' it and doin' it and doin' it well
Doin' it and doin' it and doin' it well
I represent Queens, she was raised out in Brooklyn
Doin' it and doin' it and doin' it well
Doin' it and doin' it and doin' it well (Check it out)
Doin' it and doin' it and doin' it well (Uh)
I represent Queens, she was raised out in Brooklyn
Doin' it and doin' it and doin' it well (Def Jam)
Doin' it and doin' it and doin' it well
Doin' it and doin' it and doin' it well
I represent Queens, she was raised out in Brooklyn
Doin' it and doin' it and doin' it well
Doin' it and doin' it and doin' it well
Doin' it and doin' it and doin' it well
I represent Queens, she was raised out in Brooklyn, ahahaha","Hip-Hop, rap, hip hop, 80s, rnb"
61,62,"""Fastlove""",George Michael,"46 ContributorsFastlove Lyrics“Fastlove” was the lead single from George Michael’s Dreamworks Records debut album Older. The single cracked the Top 10 in the United States and went to #1 in the UK.
Released in the summer of 1996… Read More (Gotta get up to get down)
(Gotta get up to get down)
(Gotta get up to get down)
(Gotta get up to get down)
(Gotta get up to get down)
(Gotta get up to get down) (Gotta get up)
(Gotta get up to get down)
(Gotta get up to get down)
(I said you gotta get up to get down) (Hey, baby)
(You gotta get up to get down)
(You gotta get up to get down) (Hey, baby)
(You gotta get up to get down) Oh, yeah
(I said you gotta get up to get down) (Hey, baby)
(You gotta get up to get down)
(You gotta get up to get down) (Hey, baby)
(You gotta get up to get down)
Looking for some education
Made my way into the night
All that bullshit conversation
Baby can't you read the signs? (Hey, hey)
I won't bore you with the details, baby
I don't even want to waste your time
Let's just say that maybe
You could help to ease my mind
Baby, I ain't Mr. Right

But if you're looking for fastlove (I know you are)
If that's love in your eyes
It's more than enough
Had some bad love (I know you are)
So fast love is all that I've got on my mind
(I said you gotta get up to get down) (Hey, baby)
(You gotta get up to get down) Ooh, baby
(You gotta get up to get down) (Hey, baby)
(You gotta get up to get down) What's there to think about, baby?
(I said you gotta get up to get down) (Hey, baby)
(You gotta get up to get down) Hey baby, oh yeah
(You gotta get up to get down) (Hey, baby)
(You gotta get up to get down)
Looking for some affirmation
Made my way into the sun
My friends got their ladies
They're all having babies
But I just want to have some fun (Hey, hey)
I won't bore you with the details, baby
Gonna get there in your own sweet time
Let's just say that maybe
You could help to ease my mind
Baby, I ain't Mr. Right

But if you’re looking for fastlove (I know you are)
If that’s love in your eyes
It’s more than enough
Had some bad love (I know you are)
Some fastlove is all that I’ve got on my mind
(I said you gotta get up to get down) (Hey, baby)
(You gotta get up to get down) Ooh, baby
(You gotta get up to get down) (Hey, baby)
(You gotta get up to get down) What's there to think about, baby?
(I said you gotta get up to get down) (Hey, baby)
(You gotta get up to get down) Get yourself some lessons in love
(You gotta get up to get down) (Hey, baby)
(You gotta get up to get down)
(Gotta get up to get down)
(Gotta get up to get down) So close
(Gotta get up to get down)
(Gotta get up to get down) I can taste it now, baby
(Gotta get up to get down)
(Gotta get up to get down) So close
(Gotta get up to get down)
(Gotta get up to get down)
In the absence of security
I made my way into the night
Stupid cupid keeps on calling me
But I see nothing in his eyes
I miss my baby, oh yeah (Sending you forget me nots)
I miss my baby tonight (To help you to remember)
So why don't we make a little room in my BMW, babe? (Baby, please forget me not)
Searching for some peace of mind (I want you to remember)
Hey, I'll help you find it
I do believe that we are practicing the same religion (Sending you forget me nots)
(To help you to remember) Oh, you really ought to get up now
(Baby, please forget me not) That's right
(I want you to remember) (That's right)
Oh, you really oughta get up
(Gotta get up to get down) (Hey, baby)
(Sending you forget me nots)
(Gotta get up to get down) Oh yeah
(Gotta get up to get down) (Hey, baby)
(To help you to remember)
(Gotta get up to get down) Oh yeah
(Gotta get up to get down) (Hey, baby)
(Baby, please forget me not)
(Gotta get up to get down) Oh yeah
(Gotta get up to get down) (Hey, baby)
(I want you to remember)
(Gotta get up to get down)
(Gotta get up to get down) Looking for some affirmation
(Gotta get up to get down)
(Gotta get up to get down)
(Gotta get up to get down)
(Gotta get up to get down)
(Gotta get up to get down)
(Gotta get up to get down)
(Gotta get up to get down)","pop, 80s, british, soul, dance"
62,63,"""Touch Me, Tease Me""",Case featuring Foxy Brown,"23 ContributorsTouch Me, Tease Me Lyrics“Touch Me, Tease Me” centers around a boastful woman and man who’s into her “loving ways”. The song is on Case’s self-titled debut album, and the soundtrack to the 1996 film, The Nutty Professor.
Featuring… Read More 
Papa just keep me laced up
In Ellen Tracy, uh
Cesare Paciotti, uh
Issac Mizrahi
Fuck around with Dolce
Gabanna, sippin' pure 'Zay with the Ill Na Na
Nigga you fuck around
I’ll have your loyalties and your joints
Nigga your royalties and your points
So what the deal is?
But Foxy Brown met Case
Now we laced
Bonnie met Clyde
Now I'm up in Jamaica breakin' all your paper

You're the only one for me
You're the only one I need
Can't nobody make me feel
The way you're makin' me feel
And girl you know this love is real

Touch me, tease me
Feel me and caress me
Hold on tight and don't let go
Baby I'm about to explode
'Cause all my love you can control

I'll spend the night with you
If you promise you will do
All the things to make me scream
And you know just what I mean
Cuz tonight you taste like ice cream
I wanna make you fall in love
Make you touch the stars above
Please me low and be my friend
I'll come back and hit it again
And again, and again, and again
Don't go away

Touch me, tease me
Feel me and caress me
Hold on tight and don't let go
Baby I'm about to explode
'Cause all my love you can control

What?
Let me get that Lex nigga
Sex wetter than aquariums
Flashin', they get their ass in
Who fucks slow with Lear jets and coups
My ones stackin'
You ain't know that I be mackin', uhh
The extra set of keys
The thirty G's
Them trips to Belize had you livin' on your knees
Not to mention the laced out crib in Dallas
The forty room palace
Sippin' cristal-ise

Touch me, tease me
Feel me and caress me
Hold on tight and don't let go
Baby I'm about to explode
'Cause all my love you can control
Touch me, tease me
Feel me and caress me
Hold on tight and don't let go
Baby I'm about to explode
'Cause all my love you can control
Touch me, tease me
Feel me and caress me
Hold on tight and don't let go
Baby I'm about to explode
'Cause all my love you can control",
63,64,"""Tonite's tha Night""",Kris Kross,"7 ContributorsTonite’s Tha Night Lyrics
Shhhhhhhhh
Kris Kross
95!
Yeah!

Who gotcha open, scopin out the track
It's no other than the sounds of the Daddy Mack
Still slackin back-packin up my turf
Cause after me was a factor real worse at the worst

Stompin, jumpin wanna-be's
But ever however there's only one M A C (say what)
Me and Daddy for the big picture
Ways of gettin richer, mister quick to hit your sister

I'm ballin in the Green County on chrome
Isley brothers on the deck on my cellular phone

I'm just loungin, leather, sound all around
And a dip on the other end wanna put me down now

No hesitation I hops to it

See it ain't easy bein' a Mac but somebody gotta do it

True it's, usually not represented right
But I'm the M A C D A double D Y and tonight's the night
Chorus 1:
Tonight's the night
Please, my whole crew makes g's
Tonight's the night, baby, so blow up on these
Tonight, tonight is the night
Chorus 1 (repeat X1)

Tonight's the night I call up all the girls
I used to go to school with fool with
And all the niggas that I'm cool with
Let em all know that my moms is gone
And it will be tomorrow before she comes back home

Ding-dong it's on, nigga say no more
I'm with a truck full of women so just open the door
Cause yo, we came here to party
Get it crunk, get drunk and leave your house with somebody

True that, so homies don't bring your main misses
Cause it's real deal mackin when it comes to the Chris's
And this could be your very last time seein her
One look at me and you better believe that I be d'n her

So come alone or don't come at all (why?)
Cause it's real big pimpin at this playa's ball

True it's, usually not represented right
But with me it's all to the g and tonight's the night
Chorus 1 (repeat X2)
Tonight
Tonight
Tonight is the night
Tonight
Tonight is the night
Get ready (for what)
Tonight
Gonna make this a night to remember (no doubt check it)
Get ready (get ready)
Tonight
Gonna make this a night to remember","Hip-Hop, rap, 90s, hip hop, old school"
64,65,"""Children""",Robert Miles,,"trance, electronic, ambient, chillout, dance"
65,66,"""Theme from Mission: Impossible""",Adam Clayton and Larry Mullen,,"Soundtrack, electronic, irish, U2, mission impossible"
66,67,"""Closer to Free""",BoDeans,"5 ContributorsCloser To Free LyricsYeah
Everybody wants to live how they wanna live and
Everybody wants to love how they wanna love and
Everybody wants to be closer to free
And yeah yeah yeah
Everybody wants respect
Just a little bit
And everybody needs a chance once in a while
Everybody wants to be closer to free
And yeah yeah yeah
Everybody one everybody two everybody three
Everybody needs to touch ya know now and then and
Everybody wants a good good friend
Everybody wants to be closer to free
Alright
I said everybody one everybody two everybody free!
Everybody wants to live like they wanna live
And everybody wants to love like they wanna love
And everybody wants to be closer to free

Yeah closer to free
Yeah closer to free
Closer to free
And yeah and yeah yeah","rock, alternative, alternative rock, 90s, All"
